areaCode,areaName,areaType,date,newCasesByPublishDateRollingRate
E92000001,England,nation,15/03/2021,59.7
E92000001,England,nation,14/03/2021,59.1
E92000001,England,nation,13/03/2021,60.3
E92000001,England,nation,12/03/2021,61.4
E92000001,England,nation,11/03/2021,60.5
E92000001,England,nation,10/03/2021,60.4
E92000001,England,nation,09/03/2021,61.3
E92000001,England,nation,08/03/2021,62.5
E92000001,England,nation,07/03/2021,63.9
E92000001,England,nation,06/03/2021,65
E92000001,England,nation,05/03/2021,67.5
E92000001,England,nation,04/03/2021,71.6
E92000001,England,nation,03/03/2021,76.9
E92000001,England,nation,02/03/2021,82.7
E92000001,England,nation,01/03/2021,85.8
E92000001,England,nation,28/02/2021,94.1
E92000001,England,nation,27/02/2021,100
E92000001,England,nation,26/02/2021,104.4
E92000001,England,nation,25/02/2021,109.5
E92000001,England,nation,24/02/2021,113.3
E92000001,England,nation,23/02/2021,117.3
E92000001,England,nation,22/02/2021,120.8
E92000001,England,nation,21/02/2021,119.4
E92000001,England,nation,20/02/2021,121.3
E92000001,England,nation,19/02/2021,126.1
E92000001,England,nation,18/02/2021,131.5
E92000001,England,nation,17/02/2021,133.7
E92000001,England,nation,16/02/2021,134.8
E92000001,England,nation,15/02/2021,137.8
E92000001,England,nation,14/02/2021,144.3
E92000001,England,nation,13/02/2021,153.1
E92000001,England,nation,12/02/2021,161.3
E92000001,England,nation,11/02/2021,168.5
E92000001,England,nation,10/02/2021,180.1
E92000001,England,nation,09/02/2021,190.2
E92000001,England,nation,08/02/2021,197.5
E92000001,England,nation,07/02/2021,205.6
E92000001,England,nation,06/02/2021,213.7
E92000001,England,nation,05/02/2021,222.2
E92000001,England,nation,04/02/2021,238.9
E92000001,England,nation,03/02/2021,252.5
E92000001,England,nation,02/02/2021,262.6
E92000001,England,nation,01/02/2021,267.7
E92000001,England,nation,31/01/2021,273.6
E92000001,England,nation,30/01/2021,288.8
E92000001,England,nation,29/01/2021,305.5
E92000001,England,nation,28/01/2021,324
E92000001,England,nation,27/01/2021,338.5
E92000001,England,nation,26/01/2021,360.1
E92000001,England,nation,25/01/2021,382.2
E92000001,England,nation,24/01/2021,407.1
E92000001,England,nation,23/01/2021,420.7
E92000001,England,nation,22/01/2021,433.6
E92000001,England,nation,21/01/2021,457.8
E92000001,England,nation,20/01/2021,475.6
E92000001,England,nation,19/01/2021,489.5
E92000001,England,nation,18/01/2021,508.6
E92000001,England,nation,17/01/2021,522.3
E92000001,England,nation,16/01/2021,549
E92000001,England,nation,15/01/2021,578.3
E92000001,England,nation,14/01/2021,597.9
E92000001,England,nation,13/01/2021,602.3
E92000001,England,nation,12/01/2021,625.7
E92000001,England,nation,11/01/2021,650.2
E92000001,England,nation,10/01/2021,670.4
E92000001,England,nation,09/01/2021,664.3
E92000001,England,nation,08/01/2021,655.4
E92000001,England,nation,07/01/2021,635.8
E92000001,England,nation,06/01/2021,640.5
E92000001,England,nation,05/01/2021,618.3
E92000001,England,nation,04/01/2021,604.5
E92000001,England,nation,03/01/2021,574.9
E92000001,England,nation,02/01/2021,537.2
E92000001,England,nation,01/01/2021,505.3
E92000001,England,nation,31/12/2020,471.2
E92000001,England,nation,30/12/2020,446.4
E92000001,England,nation,29/12/2020,429.9
E92000001,England,nation,28/12/2020,403.5
E92000001,England,nation,27/12/2020,389.7
E92000001,England,nation,26/12/2020,401.3
E92000001,England,nation,25/12/2020,386.1
E92000001,England,nation,24/12/2020,373.5
E92000001,England,nation,23/12/2020,350.1
E92000001,England,nation,22/12/2020,330.9
E92000001,England,nation,21/12/2020,302.8
E92000001,England,nation,20/12/2020,283.5
E92000001,England,nation,19/12/2020,256.9
E92000001,England,nation,18/12/2020,247.5
E92000001,England,nation,17/12/2020,235.8
E92000001,England,nation,16/12/2020,227.4
E92000001,England,nation,15/12/2020,208.7
E92000001,England,nation,14/12/2020,198
E92000001,England,nation,13/12/2020,186.9
E92000001,England,nation,12/12/2020,181.8
E92000001,England,nation,11/12/2020,173.3
E92000001,England,nation,10/12/2020,165.3
E92000001,England,nation,09/12/2020,155.3
E92000001,England,nation,08/12/2020,155.9
E92000001,England,nation,07/12/2020,158
E92000001,England,nation,06/12/2020,156.7
E92000001,England,nation,05/12/2020,149.1
E92000001,England,nation,04/12/2020,150.3
E92000001,England,nation,03/12/2020,150.5
E92000001,England,nation,02/12/2020,155.2
E92000001,England,nation,01/12/2020,159.8
E92000001,England,nation,30/11/2020,156.7
E92000001,England,nation,29/11/2020,161
E92000001,England,nation,28/11/2020,172.8
E92000001,England,nation,27/11/2020,180.4
E92000001,England,nation,26/11/2020,188
E92000001,England,nation,25/11/2020,198.1
E92000001,England,nation,24/11/2020,200.4
E92000001,England,nation,23/11/2020,214.1
E92000001,England,nation,22/11/2020,224.9
E92000001,England,nation,21/11/2020,234.4
E92000001,England,nation,20/11/2020,246.2
E92000001,England,nation,19/11/2020,258.1
E92000001,England,nation,18/11/2020,276.9
E92000001,England,nation,17/11/2020,281.8
E92000001,England,nation,16/11/2020,283.7
E92000001,England,nation,15/11/2020,283
E92000001,England,nation,14/11/2020,276.4
E92000001,England,nation,13/11/2020,272.1
E92000001,England,nation,12/11/2020,264.5
E92000001,England,nation,11/11/2020,247.3
E92000001,England,nation,10/11/2020,250.7
E92000001,England,nation,09/11/2020,248.4
E92000001,England,nation,08/11/2020,242.7
E92000001,England,nation,07/11/2020,246.8
E92000001,England,nation,06/11/2020,241.5
E92000001,England,nation,05/11/2020,242.5
E92000001,England,nation,04/11/2020,240
E92000001,England,nation,03/11/2020,238.9
E92000001,England,nation,02/11/2020,243
E92000001,England,nation,01/11/2020,246.6
E92000001,England,nation,31/10/2020,239.3
E92000001,England,nation,30/10/2020,240.1
E92000001,England,nation,29/10/2020,233.5
E92000001,England,nation,28/10/2020,229.3
E92000001,England,nation,27/10/2020,232.3
E92000001,England,nation,26/10/2020,229.1
E92000001,England,nation,25/10/2020,226.4
E92000001,England,nation,24/10/2020,223.2
E92000001,England,nation,23/10/2020,212.5
E92000001,England,nation,22/10/2020,203.7
E92000001,England,nation,21/10/2020,201.5
E92000001,England,nation,20/10/2020,189.4
E92000001,England,nation,19/10/2020,183.2
E92000001,England,nation,18/10/2020,174.8
E92000001,England,nation,17/10/2020,167.2
E92000001,England,nation,16/10/2020,166
E92000001,England,nation,15/10/2020,163.5
E92000001,England,nation,14/10/2020,161.4
E92000001,England,nation,13/10/2020,153.2
E92000001,England,nation,12/10/2020,150.2
E92000001,England,nation,11/10/2020,148.5
E92000001,England,nation,10/10/2020,167.9
E92000001,England,nation,09/10/2020,164.7
E92000001,England,nation,08/10/2020,154.1
E92000001,England,nation,07/10/2020,137.4
E92000001,England,nation,06/10/2020,127
E92000001,England,nation,05/10/2020,114.6
E92000001,England,nation,04/10/2020,101.5
E92000001,England,nation,03/10/2020,72.2
E92000001,England,nation,02/10/2020,61.2
E92000001,England,nation,01/10/2020,62.8
E92000001,England,nation,30/09/2020,62.9
E92000001,England,nation,29/09/2020,61.9
E92000001,England,nation,28/09/2020,59.3
E92000001,England,nation,27/09/2020,60.1
E92000001,England,nation,26/09/2020,57.4
E92000001,England,nation,25/09/2020,55.6
E92000001,England,nation,24/09/2020,52.1
E92000001,England,nation,23/09/2020,47.1
E92000001,England,nation,22/09/2020,44.1
E92000001,England,nation,21/09/2020,41.4
E92000001,England,nation,20/09/2020,38.7
E92000001,England,nation,19/09/2020,37.9
E92000001,England,nation,18/09/2020,36.8
E92000001,England,nation,17/09/2020,35.7
E92000001,England,nation,16/09/2020,35.3
E92000001,England,nation,15/09/2020,33.3
E92000001,England,nation,14/09/2020,32.3
E92000001,England,nation,13/09/2020,32.8
E92000001,England,nation,12/09/2020,32.4
E92000001,England,nation,11/09/2020,29.6
E92000001,England,nation,10/09/2020,27
E92000001,England,nation,09/09/2020,25.1
E92000001,England,nation,08/09/2020,23.3
E92000001,England,nation,07/09/2020,21.4
E92000001,England,nation,06/09/2020,18.9
E92000001,England,nation,05/09/2020,17
E92000001,England,nation,04/09/2020,16
E92000001,England,nation,03/09/2020,15
E92000001,England,nation,02/09/2020,14.7
E92000001,England,nation,01/09/2020,14
E92000001,England,nation,31/08/2020,14.1
E92000001,England,nation,30/08/2020,13.4
E92000001,England,nation,29/08/2020,12.4
E92000001,England,nation,28/08/2020,12.7
E92000001,England,nation,27/08/2020,12.4
E92000001,England,nation,26/08/2020,11.8
E92000001,England,nation,25/08/2020,11.5
E92000001,England,nation,24/08/2020,11.3
E92000001,England,nation,23/08/2020,11.1
E92000001,England,nation,22/08/2020,11.1
E92000001,England,nation,21/08/2020,10.9
E92000001,England,nation,20/08/2020,11.6
E92000001,England,nation,19/08/2020,11.6
E92000001,England,nation,18/08/2020,12
E92000001,England,nation,17/08/2020,12.1
E92000001,England,nation,16/08/2020,12.2
E92000001,England,nation,15/08/2020,12.3
E92000001,England,nation,14/08/2020,11.8
E92000001,England,nation,13/08/2020,11
E92000001,England,nation,12/08/2020,10.6
E92000001,England,nation,11/08/2020,10.4
E92000001,England,nation,10/08/2020,9.6
E92000001,England,nation,09/08/2020,9.9
E92000001,England,nation,08/08/2020,9.3
E92000001,England,nation,07/08/2020,9.4
E92000001,England,nation,06/08/2020,9.4
E92000001,England,nation,05/08/2020,9.4
E92000001,England,nation,04/08/2020,9.2
E92000001,England,nation,03/08/2020,9.1
E92000001,England,nation,02/08/2020,8.7
E92000001,England,nation,01/08/2020,8.8
E92000001,England,nation,31/07/2020,8.7
E92000001,England,nation,30/07/2020,8.5
E92000001,England,nation,29/07/2020,8.3
E92000001,England,nation,28/07/2020,8
E92000001,England,nation,27/07/2020,7.7
E92000001,England,nation,26/07/2020,7.6
E92000001,England,nation,25/07/2020,7.5
E92000001,England,nation,24/07/2020,7.7
E92000001,England,nation,23/07/2020,7.6
E92000001,England,nation,22/07/2020,7.4
E92000001,England,nation,21/07/2020,7.4
E92000001,England,nation,20/07/2020,7.3
E92000001,England,nation,19/07/2020,7.2
E92000001,England,nation,18/07/2020,7.1
E92000001,England,nation,17/07/2020,7.2
E92000001,England,nation,16/07/2020,6.9
E92000001,England,nation,15/07/2020,6.9
E92000001,England,nation,14/07/2020,7.1
E92000001,England,nation,13/07/2020,7.4
E92000001,England,nation,12/07/2020,7.2
E92000001,England,nation,11/07/2020,6.9
E92000001,England,nation,10/07/2020,6.5
E92000001,England,nation,09/07/2020,6.6
E92000001,England,nation,08/07/2020,6.4
E92000001,England,nation,07/07/2020,5.6
E92000001,England,nation,06/07/2020,5
E92000001,England,nation,05/07/2020,4.6
E92000001,England,nation,04/07/2020,3.9
E92000001,England,nation,03/07/2020,3.3
E92000001,England,nation,02/07/2020,2.7
E92000001,England,nation,01/07/2020,2.2
E92000001,England,nation,30/06/2020,2.1
E92000001,England,nation,29/06/2020,2.1
E92000001,England,nation,28/06/2020,2.2
E92000001,England,nation,27/06/2020,2.4
E92000001,England,nation,26/06/2020,2.6
E92000001,England,nation,25/06/2020,2.9
E92000001,England,nation,24/06/2020,2.9
E92000001,England,nation,23/06/2020,3.2
E92000001,England,nation,22/06/2020,3.2
E92000001,England,nation,21/06/2020,3.3
E92000001,England,nation,20/06/2020,3.5
E92000001,England,nation,19/06/2020,3.5
E92000001,England,nation,18/06/2020,3.7
E92000001,England,nation,17/06/2020,3.7
E92000001,England,nation,16/06/2020,3.4
E92000001,England,nation,15/06/2020,4.1
E92000001,England,nation,14/06/2020,3.8
E92000001,England,nation,13/06/2020,3.7
E92000001,England,nation,12/06/2020,3.8
E92000001,England,nation,11/06/2020,3.9
E92000001,England,nation,10/06/2020,4.2
E92000001,England,nation,09/06/2020,4.9
E92000001,England,nation,08/06/2020,4.5
E92000001,England,nation,07/06/2020,4.9
E92000001,England,nation,06/06/2020,5
E92000001,England,nation,05/06/2020,5.5
E92000001,England,nation,04/06/2020,5.7
E92000001,England,nation,03/06/2020,5.9
E92000001,England,nation,02/06/2020,6.1
E92000001,England,nation,01/06/2020,6.2
E92000001,England,nation,31/05/2020,6.6
E92000001,England,nation,30/05/2020,7.1
E92000001,England,nation,29/05/2020,7.5
E92000001,England,nation,28/05/2020,8.5
E92000001,England,nation,27/05/2020,9.1
E92000001,England,nation,26/05/2020,9.4
E92000001,England,nation,25/05/2020,10.1
E92000001,England,nation,24/05/2020,10.7
E92000001,England,nation,23/05/2020,11
E92000001,England,nation,22/05/2020,11.3
E92000001,England,nation,21/05/2020,11.3
E92000001,England,nation,20/05/2020,11.9
E92000001,England,nation,19/05/2020,12.5
E92000001,England,nation,18/05/2020,12.9
E92000001,England,nation,17/05/2020,13
E92000001,England,nation,16/05/2020,13.4
E92000001,England,nation,15/05/2020,13.8
E92000001,England,nation,14/05/2020,14.8
E92000001,England,nation,13/05/2020,16.5
E92000001,England,nation,12/05/2020,17.3
E92000001,England,nation,11/05/2020,18.7
E92000001,England,nation,10/05/2020,19.8
E92000001,England,nation,09/05/2020,21.6
E92000001,England,nation,08/05/2020,23.1
E92000001,England,nation,07/05/2020,24.6
E92000001,England,nation,06/05/2020,25.2
E92000001,England,nation,05/05/2020,24.8
E92000001,England,nation,04/05/2020,25.1
E92000001,England,nation,03/05/2020,26.5
E92000001,England,nation,02/05/2020,26.7
E92000001,England,nation,01/05/2020,27.7
E92000001,England,nation,30/04/2020,28.6
E92000001,England,nation,29/04/2020,29.7
E92000001,England,nation,28/04/2020,32.6
E92000001,England,nation,27/04/2020,34.5
E92000001,England,nation,26/04/2020,34.8
E92000001,England,nation,25/04/2020,37.4
E92000001,England,nation,24/04/2020,38.6
E92000001,England,nation,23/04/2020,40.4
E92000001,England,nation,22/04/2020,40.4
E92000001,England,nation,21/04/2020,40.7
E92000001,England,nation,20/04/2020,42.1
E92000001,England,nation,19/04/2020,43.2
E92000001,England,nation,18/04/2020,43.3
E92000001,England,nation,17/04/2020,43.8
E92000001,England,nation,16/04/2020,44.3
E92000001,England,nation,15/04/2020,45.5
E92000001,England,nation,14/04/2020,48.4
E92000001,England,nation,13/04/2020,46.8
E92000001,England,nation,12/04/2020,47.1
E92000001,England,nation,11/04/2020,49.7
E92000001,England,nation,10/04/2020,48
E92000001,England,nation,09/04/2020,46.8
E92000001,England,nation,08/04/2020,46.4
E92000001,England,nation,07/04/2020,44.3
E92000001,England,nation,06/04/2020,43.3
E92000001,England,nation,05/04/2020,41.4
E92000001,England,nation,04/04/2020,36
E92000001,England,nation,03/04/2020,34.7
E92000001,England,nation,02/04/2020,32.8
E92000001,England,nation,01/04/2020,29.6
E92000001,England,nation,31/03/2020,25.2
E92000001,England,nation,30/03/2020,23.1
E92000001,England,nation,29/03/2020,20.8
E92000001,England,nation,28/03/2020,18.1
E92000001,England,nation,27/03/2020,15.8
E92000001,England,nation,26/03/2020,12.5
E92000001,England,nation,25/03/2020,10.3
E92000001,England,nation,24/03/2020,9.4
E92000001,England,nation,23/03/2020,7.8
E92000001,England,nation,22/03/2020,6.6
E92000001,England,nation,21/03/2020,6.1
E92000001,England,nation,20/03/2020,4.9
E92000001,England,nation,19/03/2020,4
E92000001,England,nation,18/03/2020,3.2
E92000001,England,nation,17/03/2020,2.2
E92000001,England,nation,16/03/2020,1.6
E92000001,England,nation,15/03/2020,1.5
E92000001,England,nation,14/03/2020,1.2
E92000001,England,nation,13/03/2020,0.9
E92000001,England,nation,12/03/2020,0.7
E92000001,England,nation,11/03/2020,0.6
E92000001,England,nation,10/03/2020,0.5
E92000001,England,nation,09/03/2020,0.4
E92000001,England,nation,08/03/2020,0.4
E92000001,England,nation,07/03/2020,0.3
E92000001,England,nation,06/03/2020,0.2
E92000001,England,nation,05/03/2020,0.2
E92000001,England,nation,04/03/2020,0.1
E92000001,England,nation,03/03/2020,0.1
N92000002,Northern Ireland,nation,26/07/2021,491.2
N92000002,Northern Ireland,nation,25/07/2021,551.2
N92000002,Northern Ireland,nation,24/07/2021,512.8
N92000002,Northern Ireland,nation,23/07/2021,506.6
N92000002,Northern Ireland,nation,22/07/2021,508.9
N92000002,Northern Ireland,nation,21/07/2021,490.5
N92000002,Northern Ireland,nation,20/07/2021,419.9
N92000002,Northern Ireland,nation,19/07/2021,386.8
N92000002,Northern Ireland,nation,18/07/2021,320.9
N92000002,Northern Ireland,nation,17/07/2021,324.5
N92000002,Northern Ireland,nation,16/07/2021,274
N92000002,Northern Ireland,nation,15/07/2021,233
N92000002,Northern Ireland,nation,14/07/2021,209
N92000002,Northern Ireland,nation,13/07/2021,205.5
N92000002,Northern Ireland,nation,12/07/2021,200.5
N92000002,Northern Ireland,nation,11/07/2021,194.8
N92000002,Northern Ireland,nation,10/07/2021,191
N92000002,Northern Ireland,nation,09/07/2021,191.8
N92000002,Northern Ireland,nation,08/07/2021,177.8
N92000002,Northern Ireland,nation,07/07/2021,161.9
N92000002,Northern Ireland,nation,06/07/2021,151.6
N92000002,Northern Ireland,nation,05/07/2021,144.2
N92000002,Northern Ireland,nation,04/07/2021,133.2
N92000002,Northern Ireland,nation,03/07/2021,118.8
N92000002,Northern Ireland,nation,02/07/2021,110.3
N92000002,Northern Ireland,nation,01/07/2021,104.5
N92000002,Northern Ireland,nation,30/06/2021,97.7
N92000002,Northern Ireland,nation,29/06/2021,87.8
N92000002,Northern Ireland,nation,28/06/2021,83
N92000002,Northern Ireland,nation,27/06/2021,78.9
N92000002,Northern Ireland,nation,26/06/2021,71.7
N92000002,Northern Ireland,nation,25/06/2021,64.3
N92000002,Northern Ireland,nation,24/06/2021,61.6
N92000002,Northern Ireland,nation,23/06/2021,60.6
N92000002,Northern Ireland,nation,22/06/2021,58.2
N92000002,Northern Ireland,nation,21/06/2021,54.4
N92000002,Northern Ireland,nation,20/06/2021,52
N92000002,Northern Ireland,nation,19/06/2021,49.1
N92000002,Northern Ireland,nation,18/06/2021,46.4
N92000002,Northern Ireland,nation,17/06/2021,43.4
N92000002,Northern Ireland,nation,16/06/2021,39.7
N92000002,Northern Ireland,nation,15/06/2021,37.7
N92000002,Northern Ireland,nation,14/06/2021,35.9
N92000002,Northern Ireland,nation,13/06/2021,34.2
N92000002,Northern Ireland,nation,12/06/2021,34.1
N92000002,Northern Ireland,nation,11/06/2021,33.5
N92000002,Northern Ireland,nation,10/06/2021,30.9
N92000002,Northern Ireland,nation,09/06/2021,29.4
N92000002,Northern Ireland,nation,08/06/2021,28.3
N92000002,Northern Ireland,nation,07/06/2021,26.9
N92000002,Northern Ireland,nation,06/06/2021,26.1
N92000002,Northern Ireland,nation,05/06/2021,25.8
N92000002,Northern Ireland,nation,04/06/2021,24.3
N92000002,Northern Ireland,nation,03/06/2021,24.4
N92000002,Northern Ireland,nation,02/06/2021,24.7
N92000002,Northern Ireland,nation,01/06/2021,23.7
N92000002,Northern Ireland,nation,31/05/2021,24.8
N92000002,Northern Ireland,nation,30/05/2021,25.6
N92000002,Northern Ireland,nation,29/05/2021,26.3
N92000002,Northern Ireland,nation,28/05/2021,27
N92000002,Northern Ireland,nation,27/05/2021,27.5
N92000002,Northern Ireland,nation,26/05/2021,27.8
N92000002,Northern Ireland,nation,25/05/2021,30
N92000002,Northern Ireland,nation,24/05/2021,31.5
N92000002,Northern Ireland,nation,23/05/2021,33.1
N92000002,Northern Ireland,nation,22/05/2021,34.7
N92000002,Northern Ireland,nation,21/05/2021,30.4
N92000002,Northern Ireland,nation,20/05/2021,31.1
N92000002,Northern Ireland,nation,19/05/2021,31.5
N92000002,Northern Ireland,nation,18/05/2021,31.8
N92000002,Northern Ireland,nation,17/05/2021,31.1
N92000002,Northern Ireland,nation,16/05/2021,30.7
N92000002,Northern Ireland,nation,15/05/2021,30.2
N92000002,Northern Ireland,nation,14/05/2021,34.4
N92000002,Northern Ireland,nation,13/05/2021,32.8
N92000002,Northern Ireland,nation,12/05/2021,33
N92000002,Northern Ireland,nation,11/05/2021,32.2
N92000002,Northern Ireland,nation,10/05/2021,31.9
N92000002,Northern Ireland,nation,09/05/2021,31.3
N92000002,Northern Ireland,nation,08/05/2021,29.7
N92000002,Northern Ireland,nation,07/05/2021,30.2
N92000002,Northern Ireland,nation,06/05/2021,32.5
N92000002,Northern Ireland,nation,05/05/2021,32.1
N92000002,Northern Ireland,nation,04/05/2021,32.1
N92000002,Northern Ireland,nation,03/05/2021,33.4
N92000002,Northern Ireland,nation,02/05/2021,33.9
N92000002,Northern Ireland,nation,01/05/2021,34.1
N92000002,Northern Ireland,nation,30/04/2021,33.6
N92000002,Northern Ireland,nation,29/04/2021,32.5
N92000002,Northern Ireland,nation,28/04/2021,33.8
N92000002,Northern Ireland,nation,27/04/2021,34.8
N92000002,Northern Ireland,nation,26/04/2021,35.6
N92000002,Northern Ireland,nation,25/04/2021,35.9
N92000002,Northern Ireland,nation,24/04/2021,36.4
N92000002,Northern Ireland,nation,23/04/2021,37.4
N92000002,Northern Ireland,nation,22/04/2021,39
N92000002,Northern Ireland,nation,21/04/2021,41.1
N92000002,Northern Ireland,nation,20/04/2021,40.1
N92000002,Northern Ireland,nation,19/04/2021,39.4
N92000002,Northern Ireland,nation,18/04/2021,40.4
N92000002,Northern Ireland,nation,17/04/2021,40.8
N92000002,Northern Ireland,nation,16/04/2021,43.2
N92000002,Northern Ireland,nation,15/04/2021,42.9
N92000002,Northern Ireland,nation,14/04/2021,39.7
N92000002,Northern Ireland,nation,13/04/2021,39.2
N92000002,Northern Ireland,nation,12/04/2021,36.3
N92000002,Northern Ireland,nation,11/04/2021,35.9
N92000002,Northern Ireland,nation,10/04/2021,31.2
N92000002,Northern Ireland,nation,09/04/2021,27.9
N92000002,Northern Ireland,nation,08/04/2021,27.6
N92000002,Northern Ireland,nation,07/04/2021,28.1
N92000002,Northern Ireland,nation,06/04/2021,29.9
N92000002,Northern Ireland,nation,05/04/2021,34.9
N92000002,Northern Ireland,nation,04/04/2021,33.6
N92000002,Northern Ireland,nation,03/04/2021,39.8
N92000002,Northern Ireland,nation,02/04/2021,42.6
N92000002,Northern Ireland,nation,01/04/2021,46.5
N92000002,Northern Ireland,nation,31/03/2021,50.5
N92000002,Northern Ireland,nation,30/03/2021,51.4
N92000002,Northern Ireland,nation,29/03/2021,52.6
N92000002,Northern Ireland,nation,28/03/2021,53.8
N92000002,Northern Ireland,nation,27/03/2021,54.2
